fpr,tpr
0.0,0.0
0.0,0.0017301038062283738
0.0,0.21972318339100347
0.0009487666034155598,0.21972318339100347
0.0009487666034155598,0.2370242214532872
0.0018975332068311196,0.2370242214532872
0.0018975332068311196,0.31314878892733566
0.0028462998102466793,0.31314878892733566
0.0028462998102466793,0.36678200692041524
0.003795066413662239,0.36678200692041524
0.003795066413662239,0.40484429065743943
0.004743833017077799,0.40484429065743943
0.004743833017077799,0.44982698961937717
0.0056925996204933585,0.44982698961937717
0.0056925996204933585,0.5
0.006641366223908918,0.5
0.006641366223908918,0.5069204152249135
0.007590132827324478,0.5069204152249135
0.007590132827324478,0.513840830449827
0.008538899430740038,0.513840830449827
0.008538899430740038,0.5173010380622838
0.009487666034155597,0.5173010380622838
0.009487666034155597,0.5190311418685121
0.010436432637571158,0.5190311418685121
0.010436432637571158,0.527681660899654
0.011385199240986717,0.527681660899654
0.011385199240986717,0.5294117647058824
0.012333965844402278,0.5294117647058824
0.012333965844402278,0.6020761245674741
0.013282732447817837,0.6020761245674741
0.013282732447817837,0.6072664359861591
0.014231499051233396,0.6072664359861591
0.014231499051233396,0.6089965397923875
0.015180265654648957,0.6089965397923875
0.015180265654648957,0.6176470588235294
0.016129032258064516,0.6176470588235294
0.016129032258064516,0.6193771626297578
0.017077798861480076,0.6193771626297578
0.017077798861480076,0.6211072664359861
0.018026565464895637,0.6211072664359861
0.018026565464895637,0.6228373702422145
0.018975332068311195,0.6228373702422145
0.018975332068311195,0.6366782006920415
0.019924098671726755,0.6366782006920415
0.019924098671726755,0.6453287197231834
0.020872865275142316,0.6453287197231834
0.020872865275142316,0.671280276816609
0.022770398481973434,0.671280276816609
0.022770398481973434,0.6764705882352942
0.023719165085388995,0.6764705882352942
0.023719165085388995,0.6972318339100346
0.024667931688804556,0.6972318339100346
0.024667931688804556,0.7041522491349481
0.027514231499051234,0.7041522491349481
0.027514231499051234,0.7058823529411765
0.029411764705882353,0.7058823529411765
0.029411764705882353,0.7093425605536332
0.031309297912713474,0.7093425605536332
0.031309297912713474,0.7145328719723183
0.03320683111954459,0.7145328719723183
0.03320683111954459,0.7179930795847751
0.03415559772296015,0.7179930795847751
0.03415559772296015,0.7197231833910035
0.03510436432637571,0.7197231833910035
0.03510436432637571,0.7231833910034602
0.036053130929791274,0.7231833910034602
0.036053130929791274,0.7318339100346021
0.03700189753320683,0.7318339100346021
0.03700189753320683,0.740484429065744
0.03795066413662239,0.740484429065744
0.03795066413662239,0.745674740484429
0.03889943074003795,0.745674740484429
0.03889943074003795,0.7508650519031141
0.03984819734345351,0.7508650519031141
0.03984819734345351,0.7525951557093425
0.04174573055028463,0.7525951557093425
0.04174573055028463,0.7577854671280276
0.04269449715370019,0.7577854671280276
0.04269449715370019,0.7629757785467128
0.04743833017077799,0.7629757785467128
0.04743833017077799,0.773356401384083
0.04933586337760911,0.773356401384083
0.04933586337760911,0.7768166089965398
0.051233396584440226,0.7768166089965398
0.051233396584440226,0.7820069204152249
0.054079696394686905,0.7820069204152249
0.054079696394686905,0.7837370242214533
0.05502846299810247,0.7837370242214533
0.05502846299810247,0.7889273356401384
0.055977229601518026,0.7889273356401384
0.055977229601518026,0.801038062283737
0.05787476280834915,0.801038062283737
0.05787476280834915,0.8114186851211073
0.058823529411764705,0.8114186851211073
0.058823529411764705,0.8183391003460208
0.06072106261859583,0.8183391003460208
0.06072106261859583,0.8217993079584776
0.061669829222011384,0.8217993079584776
0.061669829222011384,0.8235294117647058
0.0635673624288425,0.8235294117647058
0.0635673624288425,0.8252595155709342
0.06546489563567362,0.8252595155709342
0.06546489563567362,0.828719723183391
0.06925996204933586,0.828719723183391
0.06925996204933586,0.8339100346020761
0.07685009487666034,0.8339100346020761
0.07685009487666034,0.8373702422145328
0.07969639468690702,0.8373702422145328
0.07969639468690702,0.842560553633218
0.08064516129032258,0.842560553633218
0.08444022770398482,0.8442906574394463
0.08444022770398482,0.8460207612456747
0.08538899430740038,0.8460207612456747
0.08538899430740038,0.8529411764705882
0.09013282732447818,0.8529411764705882
0.09013282732447818,0.856401384083045
0.0920303605313093,0.856401384083045
0.0920303605313093,0.8581314878892734
0.09582542694497154,0.8581314878892734
0.09582542694497154,0.8598615916955017
0.09772296015180265,0.8598615916955017
0.09772296015180265,0.8685121107266436
0.10056925996204934,0.8685121107266436
0.10056925996204934,0.870242214532872
0.1015180265654649,0.870242214532872
0.1015180265654649,0.8719723183391004
0.10246679316888045,0.8719723183391004
0.10246679316888045,0.8737024221453287
0.1062618595825427,0.8737024221453287
0.1062618595825427,0.8754325259515571
0.11290322580645161,0.8754325259515571
0.11290322580645161,0.8771626297577855
0.11764705882352941,0.8771626297577855
0.11764705882352941,0.8788927335640139
0.11954459203036052,0.8788927335640139
0.11954459203036052,0.8823529411764706
0.12144212523719165,0.8823529411764706
0.12144212523719165,0.884083044982699
0.12428842504743833,0.884083044982699
0.12428842504743833,0.8875432525951558
0.1252371916508539,0.8875432525951558
0.1252371916508539,0.889273356401384
0.127134724857685,0.889273356401384
0.127134724857685,0.8910034602076125
0.13092979127134724,0.8910034602076125
0.13092979127134724,0.8927335640138409
0.13377609108159394,0.8927335640138409
0.13377609108159394,0.8944636678200693
0.13567362428842505,0.8944636678200693
0.13567362428842505,0.8979238754325259
0.14705882352941177,0.8979238754325259
0.14705882352941177,0.8996539792387543
0.15939278937381404,0.8996539792387543
0.15939278937381404,0.9013840830449827
0.16318785578747627,0.9013840830449827
0.16318785578747627,0.903114186851211
0.16413662239089183,0.903114186851211
0.16413662239089183,0.9048442906574394
0.16698292220113853,0.9048442906574394
0.16698292220113853,0.9065743944636678
0.16793168880455409,0.9065743944636678
0.16793168880455409,0.9083044982698962
0.18311195445920303,0.9083044982698962
0.18311195445920303,0.9117647058823529
0.18500948766603414,0.9117647058823529
0.18500948766603414,0.9134948096885813
0.1888045540796964,0.9134948096885813
0.1888045540796964,0.9152249134948097
0.1954459203036053,0.9152249134948097
0.1954459203036053,0.916955017301038
0.198292220113852,0.916955017301038
0.198292220113852,0.9186851211072664
0.19924098671726756,0.9186851211072664
0.19924098671726756,0.9204152249134948
0.20113851992409867,0.9204152249134948
0.20113851992409867,0.9221453287197232
0.20208728652751423,0.9221453287197232
0.20208728652751423,0.9256055363321799
0.20588235294117646,0.9256055363321799
0.20588235294117646,0.9273356401384083
0.20683111954459202,0.9273356401384083
0.20683111954459202,0.9290657439446367
0.21821631878557876,0.9290657439446367
0.21821631878557876,0.9307958477508651
0.21916508538899432,0.9307958477508651
0.21916508538899432,0.9325259515570934
0.22011385199240988,0.9325259515570934
0.22011385199240988,0.9342560553633218
0.222011385199241,0.9342560553633218
0.222011385199241,0.9359861591695502
0.23244781783681215,0.9359861591695502
0.23244781783681215,0.9377162629757786
0.23719165085388993,0.9377162629757786
0.23719165085388993,0.9394463667820069
0.24193548387096775,0.9394463667820069
0.24193548387096775,0.9411764705882353
0.25806451612903225,0.9411764705882353
0.25806451612903225,0.9446366782006921
0.26280834914611007,0.9446366782006921
0.26280834914611007,0.9463667820069204
0.2713472485768501,0.9463667820069204
0.2713472485768501,0.9480968858131488
0.27893738140417457,0.9480968858131488
0.27893738140417457,0.9498269896193772
0.2846299810246679,0.9498269896193772
0.2846299810246679,0.9532871972318339
0.286527514231499,0.9532871972318339
0.286527514231499,0.9550173010380623
0.29411764705882354,0.9550173010380623
0.29411764705882354,0.9567474048442907
0.31214421252371916,0.9567474048442907
0.31214421252371916,0.9584775086505191
0.3178368121442125,0.9584775086505191
0.3178368121442125,0.9619377162629758
0.3216318785578748,0.9619377162629758
0.3216318785578748,0.967128027681661
0.33586337760910817,0.967128027681661
0.33586337760910817,0.9688581314878892
0.3368121442125237,0.9688581314878892
0.3368121442125237,0.9705882352941176
0.34535104364326374,0.9705882352941176
0.34535104364326374,0.972318339100346
0.3719165085388994,0.972318339100346
0.3719165085388994,0.9757785467128027
0.372865275142315,0.9757785467128027
0.372865275142315,0.9775086505190311
0.4079696394686907,0.9775086505190311
0.4079696394686907,0.9792387543252595
0.4146110056925996,0.9792387543252595
0.4146110056925996,0.9809688581314879
0.4269449715370019,0.9809688581314879
0.4269449715370019,0.9826989619377162
0.43738140417457305,0.9826989619377162
0.43738140417457305,0.9844290657439446
0.4629981024667932,0.9844290657439446
0.4629981024667932,0.986159169550173
0.5,0.986159169550173
0.5,0.9878892733564014
0.5275142314990512,0.9878892733564014
0.5275142314990512,0.9896193771626297
0.5294117647058824,0.9896193771626297
0.5294117647058824,0.9913494809688581
0.5559772296015181,0.9913494809688581
0.5559772296015181,0.9930795847750865
0.5986717267552182,0.9930795847750865
0.5986717267552182,0.9948096885813149
0.6641366223908919,0.9948096885813149
0.6641366223908919,0.9965397923875432
0.937381404174573,0.9965397923875432
0.937381404174573,0.9982698961937716
0.9990512333965844,0.9982698961937716
0.9990512333965844,1.0
1.0,1.0
