fpr,tpr
0.0,0.0
0.014925373134328358,0.0
0.014925373134328358,0.08139534883720931
0.029850746268656716,0.08139534883720931
0.029850746268656716,0.1744186046511628
0.04477611940298507,0.1744186046511628
0.04477611940298507,0.22093023255813954
0.05970149253731343,0.22093023255813954
0.05970149253731343,0.2558139534883721
0.07462686567164178,0.2558139534883721
0.07462686567164178,0.26744186046511625
0.08955223880597014,0.26744186046511625
0.08955223880597014,0.3023255813953488
0.1044776119402985,0.3023255813953488
0.1044776119402985,0.3372093023255814
0.11940298507462686,0.3372093023255814
0.11940298507462686,0.4069767441860465
0.14925373134328357,0.4069767441860465
0.14925373134328357,0.4418604651162791
0.19402985074626866,0.4418604651162791
0.19402985074626866,0.45348837209302323
0.23880597014925373,0.45348837209302323
0.23880597014925373,0.46511627906976744
0.26865671641791045,0.46511627906976744
0.26865671641791045,0.47674418604651164
0.29850746268656714,0.47674418604651164
0.29850746268656714,0.5
0.31343283582089554,0.5
0.31343283582089554,0.5697674418604651
0.34328358208955223,0.5697674418604651
0.34328358208955223,0.5813953488372093
0.3582089552238806,0.5813953488372093
0.3582089552238806,0.5930232558139535
0.3880597014925373,0.5930232558139535
0.3880597014925373,0.6511627906976745
0.417910447761194,0.6511627906976745
0.417910447761194,0.6744186046511628
0.4626865671641791,0.6744186046511628
0.4626865671641791,0.6976744186046512
0.5074626865671642,0.6976744186046512
0.5074626865671642,0.7093023255813954
0.5223880597014925,0.7093023255813954
0.5223880597014925,0.7209302325581395
0.5522388059701493,0.7209302325581395
0.582089552238806,0.7209302325581395
0.5970149253731343,0.7209302325581395
0.5970149253731343,0.7441860465116279
0.6268656716417911,0.7441860465116279
0.6268656716417911,0.8255813953488372
0.6417910447761194,0.8255813953488372
0.6417910447761194,0.8604651162790697
0.6567164179104478,0.8604651162790697
0.6567164179104478,0.872093023255814
0.7014925373134329,0.872093023255814
0.7014925373134329,0.8837209302325582
0.7313432835820896,0.8837209302325582
0.7313432835820896,0.8953488372093024
0.746268656716418,0.8953488372093024
0.746268656716418,0.9069767441860465
0.7910447761194029,0.9069767441860465
0.7910447761194029,0.9418604651162791
0.8059701492537313,0.9418604651162791
0.8059701492537313,0.9534883720930233
0.8656716417910447,0.9534883720930233
0.8656716417910447,0.9651162790697675
0.8955223880597015,0.9651162790697675
0.8955223880597015,0.9767441860465116
0.9402985074626866,0.9767441860465116
0.9402985074626866,1.0
1.0,1.0
